date,NATIONAL_DEMAND,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,LONDON_TEMPERATURE,CARDIFF_TEMPERATURE,GLASSGOW_TEMPERATURE
2021-01-01 00:00:00,28354,26130,1018,6527.0,0,13080.0,-0.1935,-2.3465,-0.3245
2021-01-01 01:00:00,56260,51838,2065,6527.0,0,13080.0,-0.7435,-2.6965,-1.1244999
2021-01-01 02:00:00,52916,48725,2128,6527.0,0,13080.0,-1.1435,-2.8465,-1.4245
2021-01-01 03:00:00,50100,45950,2218,6527.0,0,13080.0,-1.7435,-3.1465,-0.72449994
2021-01-01 04:00:00,47959,43959,2302,6527.0,0,13080.0,-2.3935,-3.0965,-0.9245
2021-01-01 05:00:00,46851,43039,2383,6527.0,0,13080.0,-1.5935,-2.7965,-0.7745
2021-01-01 06:00:00,47426,43608,2410,6527.0,0,13080.0,-0.9935,-2.7465,-0.5245
2021-01-01 07:00:00,49510,45539,2395,6527.0,0,13080.0,-1.1435,-2.5965,-0.3245
2021-01-01 08:00:00,51111,47028,2414,6527.0,2,13080.0,-1.0935,-0.69649994,-0.2245
2021-01-01 09:00:00,54857,50559,2419,6527.0,241,13080.0,-0.9435,0.6535,0.47550002
2021-01-01 10:00:00,60218,55394,2395,6527.0,858,13080.0,-0.5935,1.7535,0.47550002
2021-01-01 11:00:00,64449,59071,2384,6527.0,1646,13080.0,0.056500003,3.2035,1.6755
2021-01-01 12:00:00,67609,61856,2448,6527.0,2140,13080.0,1.3565,2.7535,2.5755
2021-01-01 13:00:00,69698,63762,2461,6527.0,2180,13080.0,2.0065,3.3035,3.1755
2021-01-01 14:00:00,69930,64064,2394,6527.0,1745,13080.0,2.4065,3.3535,2.9754999
2021-01-01 15:00:00,70484,64449,2334,6527.0,644,13080.0,2.7065,3.1535,1.3255
2021-01-01 16:00:00,73584,67021,2290,6527.0,39,13080.0,2.6565,2.1035001,-0.97449994
2021-01-01 17:00:00,79347,71984,2294,6527.0,0,13080.0,3.1565,1.9535,-1.2745
2021-01-01 18:00:00,78469,71378,2269,6527.0,0,13080.0,3.4065,1.8535,-1.4745
2021-01-01 19:00:00,73859,67295,2235,6527.0,0,13080.0,3.6065,1.5534999,-1.5245
2021-01-01 20:00:00,69034,62908,2160,6527.0,0,13080.0,3.9065,1.4035,-1.6745
2021-01-01 21:00:00,64650,59111,2072,6527.0,0,13080.0,4.0065,2.0035,-1.5745
2021-01-01 22:00:00,60188,55031,1993,6527.0,0,13080.0,4.1064997,1.9035,-2.6745
2021-01-01 23:00:00,55163,50131,1937,6527.0,0,13080.0,4.1064997,1.2035,-2.6245
2021-01-02 00:00:00,51349,46600,1856,6527.0,0,13080.0,3.8565,0.95350003,-1.1745
2021-01-02 01:00:00,51550,46826,1824,6527.0,0,13080.0,4.0565,0.95350003,-1.2745
2021-01-02 02:00:00,49669,45247,1844,6527.0,0,13080.0,4.2565,0.6535,-1.4245
2021-01-02 03:00:00,47995,43631,1865,6527.0,0,13080.0,4.2565,0.55350006,-1.4245
2021-01-02 04:00:00,46619,42247,1894,6527.0,0,13080.0,4.0565,0.10350001,-1.3744999
2021-01-02 05:00:00,46262,41990,1895,6527.0,0,13080.0,3.7065,-0.09649998,-1.2245
2021-01-02 06:00:00,48156,43843,1845,6527.0,0,13080.0,3.5065,-0.2965,-1.4745
2021-01-02 07:00:00,51748,47214,1779,6527.0,0,13080.0,3.1065,-0.39649996,-1.2245
2021-01-02 08:00:00,55100,50336,1716,6527.0,5,13080.0,2.4065,-0.54649997,-1.5245
2021-01-02 09:00:00,60426,55274,1638,6527.0,1038,13080.0,2.3565,-0.09649998,-2.0745
2021-01-02 10:00:00,64284,58619,1548,6527.0,3050,13080.0,2.7065,1.4035,-1.3744999
2021-01-02 11:00:00,66192,60186,1559,6527.0,3880,13080.0,3.2565,2.8535,0.47550002
2021-01-02 12:00:00,68534,62271,1634,6527.0,4530,13080.0,3.5065,2.6535,1.2755
2021-01-02 13:00:00,70460,64219,1755,6527.0,4000,13080.0,4.0565,2.3535,2.0255
2021-01-02 14:00:00,71149,65109,1832,6527.0,1885,13080.0,4.2565,2.2035,1.8255
2021-01-02 15:00:00,72645,66571,1946,6527.0,708,13080.0,3.4065,2.9035,0.2755
2021-01-02 16:00:00,75748,69448,1985,6527.0,36,13080.0,0.4065,1.8034999,-1.9244999
2021-01-02 17:00:00,82275,75226,2110,6527.0,2,13080.0,0.4565,0.20350002,-2.2745001
2021-01-02 18:00:00,82236,75298,2238,6527.0,0,13080.0,0.4565,0.05350001,-2.3745
2021-01-02 19:00:00,78586,72107,2365,6527.0,0,13080.0,0.0065,-0.2965,-2.2245002
2021-01-02 20:00:00,73374,67316,2312,6527.0,0,13080.0,-0.3935,-0.24649999,-2.1745
2021-01-02 21:00:00,68422,62770,2344,6527.0,0,13080.0,-0.5435,-0.046499997,-3.0745
2021-01-02 22:00:00,62988,57799,2334,6527.0,0,13080.0,-0.9935,0.40350002,-3.0245001
2021-01-02 23:00:00,57071,52162,2345,6527.0,0,13080.0,-1.9935,0.55350006,-3.0245001
2021-01-03 00:00:00,53370,48888,2350,6527.0,0,13080.0,-1.7435,0.80350006,-2.5745
2021-01-03 01:00:00,52893,48724,2378,6527.0,0,13080.0,-1.4935,1.5534999,-3.3745
2021-01-03 02:00:00,50640,46685,2408,6527.0,0,13080.0,-1.4435,1.9535,-3.6245
2021-01-03 03:00:00,48868,44680,2422,6527.0,0,13080.0,-0.3935,2.2035,-2.9745002
2021-01-03 04:00:00,46744,42514,2345,6527.0,0,13080.0,0.2565,2.2035,-3.6745
2021-01-03 05:00:00,45893,41751,2318,6527.0,0,13080.0,0.15650001,2.6035,-3.7745001
2021-01-03 06:00:00,46846,42641,2313,6527.0,0,13080.0,0.30650002,2.8035,-3.4745002
2021-01-03 07:00:00,49569,45238,2281,6527.0,0,13080.0,0.7065,2.8535,-3.3745
2021-01-03 08:00:00,52493,47892,2211,6527.0,3,13080.0,1.2065,2.8035,-2.4745002
2021-01-03 09:00:00,58378,53399,2172,6527.0,468,13080.0,1.7065,2.9035,-1.6745
2021-01-03 10:00:00,64210,58638,2074,6527.0,2096,13080.0,2.6065,3.4535,0.92550004
2021-01-03 11:00:00,67558,61467,2101,6527.0,3450,13080.0,3.8565,3.8535,2.2254999
2021-01-03 12:00:00,69647,63236,2153,6527.0,3750,13080.0,4.2565,3.3535,2.1755
2021-01-03 13:00:00,71223,64647,2343,6527.0,3940,13080.0,5.0565,3.7035,2.8755
2021-01-03 14:00:00,71895,65284,2448,6527.0,2630,13080.0,5.0565,3.9535,2.9754999
2021-01-03 15:00:00,73802,67160,2511,6527.0,947,13080.0,4.1565,3.9035,2.8255
2021-01-03 16:00:00,78466,71454,2523,6527.0,77,13080.0,3.2065,3.6535,2.1755
2021-01-03 17:00:00,84665,76877,2723,6527.0,0,13080.0,2.6065,2.9535,2.1755
2021-01-03 18:00:00,83932,76344,2915,6527.0,0,13080.0,2.4065,2.6535,1.4755
2021-01-03 19:00:00,78615,71509,3066,6527.0,0,13080.0,2.1565,2.8535,1.1255
2021-01-03 20:00:00,72803,66190,3098,6527.0,0,13080.0,1.9565,3.1035,0.9755
2021-01-03 21:00:00,67291,61211,3038,6527.0,0,13080.0,2.3565,3.4035,0.7255
2021-01-03 22:00:00,61554,55942,2994,6527.0,0,13080.0,2.3565,2.9535,0.9755
2021-01-03 23:00:00,55423,50083,2921,6527.0,0,13080.0,2.5065,2.3535,1.0255
2021-01-04 00:00:00,51307,46426,2804,6527.0,0,13080.0,1.9065,1.8535,1.0255
2021-01-04 01:00:00,52133,47352,2901,6527.0,0,13080.0,2.0565,1.9535,1.3755001
2021-01-04 02:00:00,50119,45493,2954,6527.0,0,13080.0,2.2565,2.5035,1.6755
2021-01-04 03:00:00,48707,44103,3053,6527.0,0,13080.0,2.3065,2.5035,1.7255
2021-01-04 04:00:00,47657,43111,3084,6527.0,0,13080.0,2.0065,2.1035001,1.6755
2021-01-04 05:00:00,48257,43816,3223,6527.0,0,13080.0,2.2065,1.7035,1.6255001
2021-01-04 06:00:00,53195,48533,3285,6527.0,0,13080.0,2.6565,1.5534999,1.1755
2021-01-04 07:00:00,62326,57261,3332,6527.0,0,13080.0,3.1065,1.6035,1.3255
2021-01-04 08:00:00,70619,65164,3426,6527.0,1,13080.0,3.3565,1.7535,1.4755
2021-01-04 09:00:00,76800,70928,3456,6527.0,300,13080.0,4.0065,2.0535,1.2255
2021-01-04 10:00:00,79331,73040,3522,6527.0,1105,13080.0,4.1565,3.0535,1.4255
2021-01-04 11:00:00,80400,73770,3730,6527.0,2031,13080.0,4.3065,3.9035,2.2254999
2021-01-04 12:00:00,81489,74665,3838,6527.0,2190,13080.0,4.4564996,3.8535,2.4255
2021-01-04 13:00:00,82832,75854,3907,6527.0,1833,13080.0,4.4564996,4.3535,2.8255
2021-01-04 14:00:00,83356,76441,3917,6527.0,1244,13080.0,4.3065,4.2535,2.5755
2021-01-04 15:00:00,83241,76322,3818,6527.0,547,13080.0,4.3065,4.0535,1.7255
2021-01-04 16:00:00,85286,78157,3647,6527.0,39,13080.0,4.2064996,3.5535,0.67550004
2021-01-04 17:00:00,89689,81844,3531,6527.0,0,13080.0,3.7565,3.3035,0.3255
2021-01-04 18:00:00,89129,81390,3476,6527.0,0,13080.0,3.2065,3.4035,-0.074499995
2021-01-04 19:00:00,86017,78641,3414,6527.0,0,13080.0,2.9065,3.6035,0.2755
2021-01-04 20:00:00,79745,72857,3258,6527.0,0,13080.0,2.5565,3.7035,-0.7745
2021-01-04 21:00:00,73807,67432,3068,6527.0,0,13080.0,2.0065,3.0035,-1.4245
2021-01-04 22:00:00,66936,61174,2923,6527.0,0,13080.0,2.1065,1.9535,-2.6245
2021-01-04 23:00:00,59822,54406,2885,6527.0,0,13080.0,2.3565,2.0035,-3.0245001
2021-01-05 00:00:00,55099,50146,2876,6527.0,0,13080.0,1.9565,2.7035,-1.4245
2021-01-05 01:00:00,55254,50420,2889,6527.0,0,13080.0,1.8065,2.2535,-0.9245
2021-01-05 02:00:00,53446,48773,2860,6527.0,0,13080.0,1.4565,2.1035001,-0.3245
2021-01-05 03:00:00,52518,47837,2857,6527.0,0,13080.0,1.4565,2.3535,0.4255
2021-01-05 04:00:00,51339,46763,2800,6527.0,0,13080.0,1.1065,2.5035,0.12550001
2021-01-05 05:00:00,51882,47401,2803,6527.0,0,13080.0,0.9065,1.8535,-0.3745
2021-01-05 06:00:00,56525,51817,2784,6527.0,0,13080.0,1.2065,1.0535,-0.17449999
2021-01-05 07:00:00,65205,59896,2819,6527.0,2,13080.0,1.2565,0.95350003,1.2255
2021-01-05 08:00:00,73911,67945,2751,6527.0,2,13080.0,1.8565,0.95350003,1.8755001
2021-01-05 09:00:00,79193,72662,2750,6527.0,498,13080.0,2.4065,1.2535,2.1755
2021-01-05 10:00:00,80619,73690,2760,6527.0,2202,13080.0,3.0065,2.2535,2.1755
2021-01-05 11:00:00,80600,73378,2879,6527.0,4380,13080.0,3.5065,3.0035,2.4255
2021-01-05 12:00:00,80683,73183,2960,6527.0,5320,13080.0,3.5065,3.5535,2.9754999
2021-01-05 13:00:00,81766,74057,3036,6527.0,4500,13080.0,3.8565,3.8035,3.3255
2021-01-05 14:00:00,82366,74766,3026,6527.0,2640,13080.0,3.8565,4.0035,3.1755
2021-01-05 15:00:00,83512,75964,2969,6527.0,1064,13080.0,3.8565,3.7035,2.6255
2021-01-05 16:00:00,86462,78707,2846,6527.0,87,13080.0,3.5065,2.9535,1.3755001
2021-01-05 17:00:00,89351,80882,2742,6527.0,0,13080.0,3.2065,2.3535,0.4255
2021-01-05 18:00:00,89275,80904,2696,6527.0,1,13080.0,3.1565,2.2535,0.12550001
2021-01-05 19:00:00,86618,78617,2653,6527.0,0,13080.0,2.9565,2.4035,-0.27449998
2021-01-05 20:00:00,82016,74539,2528,6527.0,0,13080.0,3.1565,2.1035001,-0.97449994
2021-01-05 21:00:00,76049,69149,2399,6527.0,0,13080.0,3.1565,1.8535,-1.3744999
2021-01-05 22:00:00,68716,62386,2263,6527.0,0,13080.0,3.0065,1.8034999,-0.3245
2021-01-05 23:00:00,61523,55552,2167,6527.0,0,13080.0,2.6065,1.9035,-0.17449999
2021-01-06 00:00:00,57242,51696,2079,6527.0,0,13080.0,3.3565,1.5534999,0.5755
2021-01-06 01:00:00,57872,52492,2047,6527.0,0,13080.0,3.1065,1.2535,0.2255
2021-01-06 02:00:00,56338,51102,2002,6527.0,0,13080.0,2.9065,0.90349996,0.075500004
2021-01-06 03:00:00,54784,49527,1935,6527.0,0,13080.0,2.6065,0.80350006,-0.12450001
2021-01-06 04:00:00,53532,48276,1872,6527.0,0,13080.0,2.3565,0.7535,0.12550001
2021-01-06 05:00:00,54119,48875,1782,6527.0,0,13080.0,2.1065,0.7535,-0.47449997
2021-01-06 06:00:00,59461,53835,1679,6527.0,0,13080.0,2.0065,0.6035,-2.0745
2021-01-06 07:00:00,68876,62529,1559,6527.0,0,13080.0,1.9065,0.55350006,-1.3245
2021-01-06 08:00:00,78049,70995,1454,6527.0,1,13080.0,1.8565,0.40350002,-1.3245
2021-01-06 09:00:00,82253,74742,1391,6527.0,304,13080.0,2.6065,0.95350003,-1.6745
2021-01-06 10:00:00,83187,75414,1304,6527.0,1623,13080.0,3.5065,2.2035,-1.6244999
2021-01-06 11:00:00,84002,76199,1267,6527.0,2840,13080.0,4.0565,3.1535,-0.6745
2021-01-06 12:00:00,84819,76908,1227,6527.0,4130,13080.0,4.4564996,3.6535,-1.1745
2021-01-06 13:00:00,84420,76461,1272,6527.0,4360,13080.0,4.8564997,3.7035,-0.72449994
2021-01-06 14:00:00,83713,75928,1298,6527.0,3100,13080.0,4.7064996,3.9035,-0.6745
2021-01-06 15:00:00,84515,76721,1261,6527.0,1666,13080.0,4.2064996,3.4535,-0.9245
2021-01-06 16:00:00,87256,79126,1227,6527.0,122,13080.0,2.6065,3.0035,-2.2245002
2021-01-06 17:00:00,91110,82399,1232,6527.0,0,13080.0,1.3565,2.2535,-2.0745
2021-01-06 18:00:00,91618,83076,1255,6527.0,0,13080.0,0.7565,1.4535,-2.2245002
2021-01-06 19:00:00,89515,81411,1255,6527.0,0,13080.0,0.15650001,1.2035,-2.5245001
2021-01-06 20:00:00,84642,77115,1256,6527.0,0,13080.0,-0.3935,1.0535,-2.6745
2021-01-06 21:00:00,78635,71695,1236,6527.0,0,13080.0,-0.44349998,0.7535,-2.0745
2021-01-06 22:00:00,71396,65150,1235,6527.0,0,13080.0,-0.4935,0.30350003,-0.42450002
2021-01-06 23:00:00,63751,57996,1255,6527.0,0,13080.0,-0.4935,-0.6465,0.37550002
2021-01-07 00:00:00,58996,53709,1309,6527.0,0,13080.0,-0.2435,-1.0965,-0.074499995
2021-01-07 01:00:00,59249,54159,1306,6527.0,0,13080.0,-0.7935,-1.4965,0.5255
2021-01-07 02:00:00,57649,52833,1311,6527.0,0,13080.0,-1.4935,-1.7965,0.7255
2021-01-07 03:00:00,56426,51677,1316,6527.0,0,13080.0,-1.6935,-1.9965,0.47550002
2021-01-07 04:00:00,55002,50327,1312,6527.0,0,13080.0,-2.1435,-2.2965,0.3255
2021-01-07 05:00:00,55480,50694,1282,6527.0,0,13080.0,-2.0935,-2.4965,0.47550002
2021-01-07 06:00:00,60640,55396,1246,6527.0,0,13080.0,-2.2935,-3.2965,0.37550002
2021-01-07 07:00:00,69377,63383,1182,6527.0,0,13080.0,-2.1435,-3.2965,0.2755
2021-01-07 08:00:00,77941,71155,1183,6527.0,3,13080.0,-1.9435,-3.5465,0.3255
2021-01-07 09:00:00,83152,75777,1175,6527.0,569,13080.0,-0.9435,-2.4965,0.3255
2021-01-07 10:00:00,84181,76484,1184,6527.0,2183,13080.0,-0.2435,-0.69649994,0.2255
2021-01-07 11:00:00,84127,76266,1219,6527.0,3570,13080.0,0.4065,0.6535,0.92550004
2021-01-07 12:00:00,84314,76307,1271,6527.0,4140,13080.0,1.6065,1.5534999,1.4755
2021-01-07 13:00:00,84215,76209,1326,6527.0,4290,13080.0,1.8565,2.5535,1.8755001
2021-01-07 14:00:00,84284,76446,1384,6527.0,3290,13080.0,1.8565,3.3035,1.5255
2021-01-07 15:00:00,85440,77662,1433,6527.0,1533,13080.0,1.1065,2.8535,0.1755
2021-01-07 16:00:00,87829,79743,1515,6527.0,128,13080.0,-0.6435,0.70350003,-1.3245
2021-01-07 17:00:00,92111,83584,1591,6527.0,0,13080.0,-1.4435,-1.1965001,-1.6244999
2021-01-07 18:00:00,92173,83775,1647,6527.0,1,13080.0,-1.4435,-0.8965,-1.9745001
2021-01-07 19:00:00,89932,81821,1702,6527.0,0,13080.0,-1.5435,-0.44649997,-1.6244999
2021-01-07 20:00:00,84155,76736,1768,6527.0,0,13080.0,-1.4935,-0.2965,-1.1745
2021-01-07 21:00:00,78689,72132,1834,6527.0,0,13080.0,-1.6435,0.2535,-1.3245
2021-01-07 22:00:00,71678,65899,1877,6527.0,0,13080.0,-1.7435,0.6035,-0.62450004
2021-01-07 23:00:00,63706,58595,1939,6527.0,0,13080.0,-2.0935,0.8535,0.1755
2021-01-08 00:00:00,59236,54467,1927,6527.0,0,13080.0,-0.8935,1.0535,0.5255
2021-01-08 01:00:00,59427,54932,2018,6527.0,0,13080.0,-1.0435,0.05350001,0.37550002
2021-01-08 02:00:00,57497,53218,2110,6527.0,0,13080.0,-0.44349998,0.30350003,-0.2245
2021-01-08 03:00:00,55889,51596,2170,6527.0,0,13080.0,-0.4935,0.45350003,-0.6745
2021-01-08 04:00:00,54420,50241,2193,6527.0,0,13080.0,-0.5935,0.30350003,-2.5745
2021-01-08 05:00:00,54989,50785,2266,6527.0,0,13080.0,-0.6935,0.0035000145,-2.9745002
2021-01-08 06:00:00,59464,54772,2243,6527.0,1,13080.0,-0.6935,0.6035,-3.6745
2021-01-08 07:00:00,68060,62683,2128,6527.0,0,13080.0,-0.8435,-0.2965,-4.0245
2021-01-08 08:00:00,76657,70689,2082,6527.0,2,13080.0,-0.7435,0.80350006,-3.4245
2021-01-08 09:00:00,82008,75309,2011,6527.0,289,13080.0,-0.3435,0.6535,-3.2745001
2021-01-08 10:00:00,83827,76546,1935,6527.0,1135,13080.0,0.30650002,1.7035,-2.2245002
2021-01-08 11:00:00,84382,77133,1883,6527.0,1752,13080.0,0.9565,2.6535,-0.7745
2021-01-08 12:00:00,85566,78263,1816,6527.0,1961,13080.0,1.2565,3.1535,-0.42450002
2021-01-08 13:00:00,86092,78796,1755,6527.0,1870,13080.0,1.6065,3.3035,0.2255
2021-01-08 14:00:00,84956,77712,1674,6527.0,1399,13080.0,1.8565,3.0535,0.2755
2021-01-08 15:00:00,84941,77579,1577,6527.0,616,13080.0,1.6565,2.7535,-1.4245
2021-01-08 16:00:00,86494,78840,1478,6527.0,44,13080.0,0.20650001,2.3535,-2.8745
2021-01-08 17:00:00,89775,81385,1426,6527.0,0,13080.0,-1.2935,2.1035001,-2.5745
2021-01-08 18:00:00,89543,81154,1352,6527.0,0,13080.0,-2.0435,1.8535,-2.1745
2021-01-08 19:00:00,86740,78595,1265,6527.0,0,13080.0,-2.3435,1.5534999,-2.5245001
2021-01-08 20:00:00,80991,73288,1214,6527.0,0,13080.0,-2.2935,1.4535,-2.8745
2021-01-08 21:00:00,75904,68696,1162,6527.0,0,13080.0,-1.8435,1.6035,-4.5245
2021-01-08 22:00:00,70153,63419,1120,6527.0,0,13080.0,-0.9435,1.2035,-5.0245
2021-01-08 23:00:00,64178,57940,1109,6527.0,0,13080.0,-1.0435,0.90349996,-5.4245
2021-01-09 00:00:00,60071,54234,1094,6527.0,0,13080.0,-0.4935,0.70350003,-4.7245
2021-01-09 01:00:00,60301,54659,1144,6527.0,0,13080.0,-0.2435,0.3535,-5.5245
2021-01-09 02:00:00,57815,52545,1191,6527.0,0,13080.0,-0.4935,0.15350002,-5.8745003
2021-01-09 03:00:00,56140,51010,1247,6527.0,0,13080.0,-0.6935,-0.046499997,-5.9745
2021-01-09 04:00:00,54408,49468,1371,6527.0,0,13080.0,-0.8935,0.05350001,-5.7245
2021-01-09 05:00:00,54052,49122,1457,6527.0,0,13080.0,-1.0435,0.55350006,-5.4745
2021-01-09 06:00:00,55831,50846,1524,6527.0,0,13080.0,-1.1435,0.8535,-4.7245
2021-01-09 07:00:00,59350,54231,1544,6527.0,0,13080.0,-1.3435,1.1035,-3.0245001
2021-01-09 08:00:00,62940,57723,1645,6527.0,10,13080.0,-1.4435,1.1535,-2.0745
2021-01-09 09:00:00,68630,63234,1741,6527.0,826,13080.0,-0.9935,1.3034999,-1.3744999
2021-01-09 10:00:00,72086,66486,1918,6527.0,2530,13080.0,-0.44349998,2.0035,-0.17449999
2021-01-09 11:00:00,73546,67782,2075,6527.0,3590,13080.0,0.1065,2.7535,1.2755
2021-01-09 12:00:00,74358,68399,2244,6527.0,4550,13080.0,0.5065,3.1035,1.7255
2021-01-09 13:00:00,74339,68406,2383,6527.0,4980,13080.0,1.7065,3.3535,2.3755
2021-01-09 14:00:00,74203,68278,2469,6527.0,3960,13080.0,2.3565,3.5035,2.5254998
2021-01-09 15:00:00,74915,69046,2553,6527.0,1845,13080.0,2.0065,3.3035,2.4255
2021-01-09 16:00:00,78371,72363,2579,6527.0,163,13080.0,0.15650001,2.5535,2.5254998
2021-01-09 17:00:00,84904,78446,2588,6527.0,0,13080.0,-1.3435,2.0035,2.8755
2021-01-09 18:00:00,86300,79657,2619,6527.0,0,13080.0,-1.8935,1.7035,3.1755
2021-01-09 19:00:00,81961,75639,2625,6527.0,0,13080.0,-3.0935,0.95350003,3.4754999
2021-01-09 20:00:00,77314,71400,2555,6527.0,0,13080.0,-3.2935,0.95350003,3.8755
2021-01-09 21:00:00,72211,66768,2448,6527.0,0,13080.0,-2.1435,0.2535,3.7754998
2021-01-09 22:00:00,66236,61492,2343,6527.0,0,13080.0,-1.2435,0.15350002,4.0755
2021-01-09 23:00:00,59836,55494,2296,6527.0,0,13080.0,-0.9935,-0.3465,4.2755
2021-01-10 00:00:00,55884,51865,2278,6527.0,0,13080.0,-0.1935,-1.5965,5.1254997
2021-01-10 01:00:00,56071,52123,2214,6527.0,0,13080.0,-0.2935,-2.7465,5.1254997
2021-01-10 02:00:00,54151,50271,2167,6527.0,0,13080.0,-0.3935,-2.6965,4.6254997
2021-01-10 03:00:00,52494,48420,2139,6527.0,0,13080.0,-0.6435,-2.3965,3.5254998
2021-01-10 04:00:00,51051,46783,2064,6527.0,0,13080.0,-0.7935,-1.8965001,2.5755
2021-01-10 05:00:00,50423,46141,1928,6527.0,0,13080.0,-0.9935,-1.4965,2.0255
2021-01-10 06:00:00,51429,46955,1817,6527.0,0,13080.0,-1.1435,-0.8965,1.2755
2021-01-10 07:00:00,54104,49577,1776,6527.0,0,13080.0,-1.1435,-0.24649999,1.6255001
2021-01-10 08:00:00,57117,52401,1801,6527.0,10,13080.0,-1.2435,0.2535,1.9755
2021-01-10 09:00:00,62609,57621,1856,6527.0,388,13080.0,-0.9435,0.90349996,2.2254999
2021-01-10 10:00:00,68095,62783,1979,6527.0,1106,13080.0,0.1065,2.3535,3.9255
2021-01-10 11:00:00,71175,65555,2168,6527.0,1962,13080.0,1.1565,3.6535,4.8754997
2021-01-10 12:00:00,73603,67795,2438,6527.0,2300,13080.0,1.7065,4.6535,5.7255
2021-01-10 13:00:00,75871,70047,2685,6527.0,2010,13080.0,2.1565,5.1035,6.3754997
2021-01-10 14:00:00,76752,71125,2853,6527.0,1253,13080.0,2.4565,5.2535,6.6254997
2021-01-10 15:00:00,78054,72621,2968,6527.0,584,13080.0,2.1065,4.1035,6.7255
2021-01-10 16:00:00,81779,76196,3026,6527.0,37,13080.0,1.0565,2.7035,6.6254997
2021-01-10 17:00:00,87121,80758,3130,6527.0,0,13080.0,0.6065,1.2535,6.6254997
2021-01-10 18:00:00,86083,79947,3306,6527.0,0,13080.0,0.5065,0.6035,6.7255
2021-01-10 19:00:00,79858,74443,3544,6527.0,0,13080.0,0.0065,0.70350003,6.7255
2021-01-10 20:00:00,74217,69296,3761,6527.0,0,13080.0,0.056500003,1.5534999,6.5255
2021-01-10 21:00:00,68846,64341,3985,6527.0,0,13080.0,-0.1435,1.5534999,6.3754997
2021-01-10 22:00:00,62062,58177,4134,6527.0,0,13080.0,-0.1435,0.95350003,6.6254997
2021-01-10 23:00:00,54955,51517,4313,6527.0,0,13080.0,0.7565,0.8535,6.7755
2021-01-11 00:00:00,50361,47356,4481,6527.0,0,13080.0,2.4065,3.3035,6.9755
2021-01-11 01:00:00,50591,47802,4661,6527.0,0,13080.0,1.7565,3.6535,7.1254997
2021-01-11 02:00:00,48692,46064,4825,6527.0,0,13080.0,1.8065,4.6535,7.2255
2021-01-11 03:00:00,47348,44727,4949,6527.0,0,13080.0,2.3065,5.2035,7.4755
2021-01-11 04:00:00,45762,43271,4947,6527.0,0,13080.0,2.6065,5.7535,7.5755
2021-01-11 05:00:00,46127,43766,4912,6527.0,0,13080.0,2.7065,5.7535,7.5255
2021-01-11 06:00:00,51371,48584,4869,6527.0,0,13080.0,2.6065,5.4535,7.7255
2021-01-11 07:00:00,61047,57381,4962,6527.0,0,13080.0,2.4565,5.6535,7.9255
2021-01-11 08:00:00,70023,65510,5017,6527.0,7,13080.0,3.0065,5.7035,7.9755
2021-01-11 09:00:00,75782,70586,5177,6527.0,341,13080.0,3.9565,6.4535,7.8754997
2021-01-11 10:00:00,77348,71845,5475,6527.0,1049,13080.0,4.9564996,7.5035,8.6255
2021-01-11 11:00:00,78346,72650,5930,6527.0,1660,13080.0,6.1565,8.3035,9.0755
2021-01-11 12:00:00,78533,72733,6291,6527.0,2200,13080.0,7.0065,7.8535,9.0255
2021-01-11 13:00:00,78838,73044,6443,6527.0,2080,13080.0,8.106501,8.5035,9.3755
2021-01-11 14:00:00,77494,71914,6454,6527.0,1513,13080.0,8.2065,8.2535,9.0755
2021-01-11 15:00:00,77623,71980,6416,6527.0,661,13080.0,7.8564997,8.2535,8.7255
2021-01-11 16:00:00,79740,73869,6155,6527.0,53,13080.0,7.3065,8.2035,8.1255
2021-01-11 17:00:00,85223,78526,5839,6527.0,0,13080.0,6.8564997,8.3035,7.9755
2021-01-11 18:00:00,85095,78178,5518,6527.0,0,13080.0,7.0565,8.4035,7.6755
2021-01-11 19:00:00,80597,73869,5381,6527.0,0,13080.0,7.2064996,8.6035,7.5755
2021-01-11 20:00:00,74003,67892,5206,6527.0,0,13080.0,7.4065,8.9035,7.3754997
2021-01-11 21:00:00,67291,61509,5022,6527.0,0,13080.0,7.6565,9.1035,6.5755
2021-01-11 22:00:00,60723,55130,4772,6527.0,0,13080.0,7.9564996,9.3035,2.4255
2021-01-11 23:00:00,54671,49449,4548,6527.0,0,13080.0,8.2065,9.4035,2.9255
2021-01-12 00:00:00,50950,46074,4345,6527.0,0,13080.0,8.3065,9.1035,2.5755
2021-01-12 01:00:00,51385,46677,4194,6527.0,0,13080.0,8.4065,9.0035,1.6255001
2021-01-12 02:00:00,49991,45435,4078,6527.0,0,13080.0,8.6565,9.0535,-0.97449994
2021-01-12 03:00:00,48894,44325,3989,6527.0,0,13080.0,8.7565,9.3035,-2.4245
2021-01-12 04:00:00,48191,43662,3879,6527.0,0,13080.0,8.7565,9.5535,-2.5245001
2021-01-12 05:00:00,49078,44523,3738,6527.0,0,13080.0,8.8065,9.7035,-1.1745
2021-01-12 06:00:00,54032,49015,3488,6527.0,2,13080.0,8.856501,9.7535,-1.4745
2021-01-12 07:00:00,63687,57807,3129,6527.0,1,13080.0,8.856501,9.7035,-1.5745
