"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-04-08",37,32170,"A",34323,29173,1520,6562,518,15905,0,6,70,1006,992,-895,63,17,-19,1398,997,-733
"2024-04-08",38,32159,"A",34368,29283,1458,6562,202,15905,0,6,-41,1006,992,-895,182,94,-75,1398,998,-733
"2024-04-08",39,32289,"A",34269,29424,1471,6562,54,15905,0,5,-183,1006,992,-742,235,107,335,1398,998,-733
"2024-04-08",40,32048,"A",34008,29167,1483,6562,2,15905,0,4,-161,1006,992,-723,250,217,366,1398,997,-733
"2024-04-08",41,31527,"A",33227,28579,1511,6562,0,15905,0,10,-417,1004,992,-522,247,28,902,1398,997,-668
"2024-04-08",42,30316,"A",31966,27392,1538,6562,0,15905,0,7,-716,1004,992,-504,250,42,942,1398,997,-639
"2024-04-08",43,29499,"A",30005,26696,1533,6562,0,15905,0,6,-814,1005,992,86,250,1,827,1399,997,280
"2024-04-08",44,28233,"A",28740,25531,1527,6562,0,15905,0,7,-920,1005,992,103,250,0,818,1399,997,376
"2024-04-08",45,26540,"A",27047,24028,1507,6562,0,15905,0,7,-1015,1005,992,103,254,0,428,1399,997,562
"2024-04-08",46,25273,"A",25780,22904,1486,6562,0,15905,0,7,-958,1005,992,103,185,0,399,1399,997,576
"2024-04-08",47,23885,"A",24392,21660,1533,6562,0,15905,0,7,-687,1005,992,169,204,0,754,1399,997,308
"2024-04-08",48,22830,"A",23337,20676,1580,6562,0,15905,0,7,-517,1004,992,175,348,0,779,1399,996,276
"2024-04-09",1,21944,"A",22759,19910,1508,6562,0,15905,0,5,-327,1005,992,-266,304,0,620,1399,997,-44
"2024-04-09",2,21519,"A",22412,19467,1436,6562,0,15905,0,7,-337,1005,992,-309,307,0,608,1394,996,-77
"2024-04-09",3,21417,"A",22283,19389,1552,6562,0,15905,0,6,-340,975,992,-8,396,63,563,1308,996,-352
"2024-04-09",4,21608,"A",22523,19619,1668,6562,0,15905,0,35,-318,973,992,0,400,149,559,1273,997,-380
"2024-04-09",5,21288,"A",22328,19357,1811,6562,0,15905,0,65,-235,959,992,-95,400,153,24,902,996,-380
"2024-04-09",6,20966,"A",22189,19024,1954,6562,0,15905,0,224,-186,955,988,-107,400,153,-17,824,997,-375
"2024-04-09",7,20424,"A",21988,18531,2117,6562,0,15905,0,162,-117,770,709,-870,400,153,68,453,997,-32
"2024-04-09",8,20333,"A",21930,18425,2279,6562,0,15905,0,134,-90,753,682,-963,400,153,74,375,997,0
"2024-04-09",9,19937,"A",21996,18184,2417,6562,0,15905,0,488,385,682,637,-1012,400,153,-59,0,997,0
"2024-04-09",10,20013,"A",22326,18311,2555,6562,0,15905,0,679,653,677,633,-1014,400,153,-69,-51,997,0
"2024-04-09",11,20285,"A",22964,18622,2645,6562,0,15905,0,675,942,819,674,-1015,400,153,-489,37,997,0
"2024-04-09",12,20887,"A",23494,19236,2734,6562,0,15905,0,587,935,827,679,-1016,400,154,-504,73,997,0
"2024-04-09",13,22829,"A",25000,21030,2817,6562,0,15905,0,655,1199,715,786,-1016,400,190,395,444,997,0
"2024-04-09",14,24440,"A",26275,22594,2900,6562,28,15905,0,323,1762,705,799,-1012,400,266,476,523,997,0
"2024-04-09",15,26917,"A",28167,24891,2996,6562,192,15905,0,349,2535,981,975,-401,341,30,963,894,996,0
"2024-04-09",16,27825,"A",28820,25868,3091,6562,470,15905,0,149,3097,1003,991,-346,194,0,999,971,996,0
"2024-04-09",17,29125,"A",29636,27025,3231,6562,856,15905,0,11,2761,1004,991,684,48,0,999,1342,996,0
"2024-04-09",18,30031,"A",30554,27701,3370,6562,1357,15905,0,7,2776,1003,991,885,-16,0,999,1397,997,0
"2024-04-09",19,30359,"A",30994,28010,3517,6562,1911,15905,0,7,2956,1004,992,922,-128,0,999,1397,996,0
"2024-04-09",20,30038,"A",30625,27705,3663,6562,2757,15905,0,7,2967,1004,992,922,-80,0,999,1397,997,0
"2024-04-09",21,29460,"A",30156,27129,3805,6562,2721,15905,0,3,2821,1004,991,602,-193,0,999,1396,997,0
"2024-04-09",22,29219,"A",29942,26897,3947,6562,3010,15905,0,6,2922,1004,991,598,-217,0,999,1389,997,0
"2024-04-09",23,28938,"A",29635,26744,4198,6562,3414,15905,0,6,3035,1004,987,455,-191,0,994,1260,996,0
"2024-04-09",24,28794,"A",29571,26623,4448,6562,3916,15905,0,6,3275,1004,987,440,-271,0,993,1217,997,0
"2024-04-09",25,28742,"A",29720,26525,4637,6562,3896,15905,0,6,3434,954,991,887,-415,-57,855,847,996,0
"2024-04-09",26,28203,"A",29234,26026,4826,6562,4195,15905,0,8,3594,947,991,917,-451,-72,846,769,996,0
"2024-04-09",27,27568,"A",28696,25545,4951,6562,4405,15905,0,16,3685,762,980,263,-412,-200,812,398,997,0
"2024-04-09",28,26837,"A",28466,24853,5076,6562,4628,15905,0,419,3597,746,979,207,-451,-259,809,320,998,0
"2024-04-09",29,26231,"A",28430,24307,5100,6562,4886,15905,0,118,3535,893,991,-664,-452,-413,670,-52,997,0
"2024-04-09",30,25979,"A",28821,24152,5124,6562,4956,15905,0,381,3684,906,991,-855,-452,-530,660,-124,996,0
"2024-04-09",31,25752,"A",29201,23961,5148,6562,4691,15905,0,609,3860,996,992,-988,-452,-531,976,-369,996,0
"2024-04-09",32,25972,"A",29445,24122,5171,6562,4155,15905,0,607,4065,1003,990,-1002,-451,-531,999,-382,996,0
"2024-04-09",33,26580,"A",29350,24565,5142,6562,3956,15905,0,365,4196,934,895,-916,-451,-531,828,-7,997,0
"2024-04-09",34,27397,"A",29892,25192,5113,6562,3731,15905,0,118,4441,929,888,-894,-452,-531,816,73,997,0
"2024-04-09",35,28284,"A",30169,26159,5059,6562,3119,15905,0,10,4551,998,983,-498,-452,-425,717,444,996,0
"2024-04-09",36,29209,"A",30904,27042,5004,6562,2534,15905,0,3,4430,1003,991,-492,-451,-249,710,523,996,0
"2024-04-09",37,29862,"A",31396,27713,4798,6562,1745,15905,0,2,4451,1004,992,-260,-452,-320,667,892,997,0
"2024-04-09",38,30367,"A",32065,28251,4591,6562,1103,15905,0,3,4526,1004,992,-256,-452,-487,663,970,996,0
"2024-04-09",39,31081,"A",32563,29017,4318,6562,420,15905,0,0,4391,1004,991,318,-451,-531,516,1342,997,0
"2024-04-09",40,31330,"A",32814,29264,4045,6562,34,15905,0,1,4272,1004,992,376,-452,-531,506,1397,997,0
"2024-04-09",41,30958,"A",32443,28775,3828,6562,0,15905,0,2,3917,1003,992,343,-452,-531,984,1397,996,0
"2024-04-09",42,30464,"A",31950,28200,3611,6562,0,15905,0,3,3587,1003,992,359,-452,-531,1019,1397,997,0
"2024-04-09",43,29556,"A",31041,27302,3406,6562,0,15905,0,2,2953,1003,992,806,-452,-531,1001,1397,996,0
"2024-04-09",44,28173,"A",29662,26048,3200,6562,0,15905,0,6,2904,1000,991,809,-452,-531,999,1373,996,0
"2024-04-09",45,26856,"A",28340,24846,3013,6562,0,15905,0,2,2755,886,984,334,-451,-531,561,1003,996,0
"2024-04-09",46,25925,"A",27415,24043,2826,6562,0,15905,0,7,2737,863,983,296,-452,-531,518,925,994,0
"2024-04-09",47,24273,"A",26061,22514,2656,6562,0,15905,0,6,2542,282,910,389,-452,-531,-299,554,862,0
"2024-04-09",48,23767,"A",25629,21891,2486,6562,0,15905,0,10,2440,226,901,397,-451,-531,-370,476,851,0
"2024-04-10",1,23402,"A",25710,21492,2280,6562,0,15905,0,109,2445,171,779,732,-451,-531,-717,105,935,0
"2024-04-10",2,23004,"A",25355,21079,2073,6562,0,15905,0,126,2482,172,769,739,-452,-531,-742,27,944,0
"2024-04-10",3,22733,"A",25042,20823,1961,6562,0,15905,0,126,2460,363,890,888,-452,-531,-384,-316,989,0
"2024-04-10",4,22919,"A",25227,21022,1849,6562,0,15905,0,124,2419,369,902,902,-452,-531,-356,-345,993,0
"2024-04-10",5,23004,"A",24614,21044,1744,6562,0,15905,0,127,2093,851,970,691,-451,-531,268,-1,996,0
"2024-04-10",6,22564,"A",24177,20626,1639,6562,0,15905,0,130,1911,945,975,688,-452,-531,316,73,997,0
"2024-04-10",7,22257,"A",23712,20235,1566,6562,0,15905,0,86,1653,864,929,341,-451,-418,421,444,997,0
"2024-04-10",8,21748,"A",23187,19861,1493,6562,0,15905,0,204,1515,857,926,312,-432,-303,428,523,997,0
"2024-04-10",9,21508,"A",23214,19615,1498,6562,0,15905,0,606,1701,994,986,-243,-300,-57,389,894,997,0
"2024-04-10",10,21422,"A",22653,19514,1502,6562,0,15905,0,174,1510,1006,992,-289,-149,-119,386,972,997,0
"2024-04-10",11,21962,"A",23428,20006,1521,6562,0,15905,0,9,1707,1006,992,-957,3,106,198,1343,998,0
"2024-04-10",12,22855,"A",24377,20821,1540,6562,0,15905,0,7,2332,1003,987,-1015,151,25,184,1398,993,0
"2024-04-10",13,24531,"A",25881,22411,1595,6562,2,15905,0,7,2650,585,672,-843,278,39,195,1397,741,0
"2024-04-10",14,25817,"A",27149,23603,1649,6562,187,15905,0,3,2476,550,641,-829,184,103,196,1397,721,0
"2024-04-10",15,27570,"A",28484,25099,1722,6562,643,15905,0,2,2546,744,579,-412,40,1,670,1397,860,0
"2024-04-10",16,28872,"A",29745,26347,1795,6562,1283,15905,0,1,2776,759,579,-333,-39,0,705,1397,874,0
"2024-04-10",17,30406,"A",31135,27597,1979,6562,2130,15905,0,2,2785,987,957,755,-185,-42,974,1397,988,0
"2024-04-10",18,30433,"A",31252,27566,2162,6562,2936,15905,0,4,2731,1004,991,1003,-314,-1,993,1397,997,0
"2024-04-10",19,30611,"A",31365,27772,2412,6562,3511,15905,0,5,3158,1004,991,1003,-249,0,999,1397,997,0
"2024-04-10",20,30393,"A",31285,27618,2662,6562,3904,15905,0,6,3068,1003,991,1003,-349,-37,999,1397,996,0
"2024-04-10",21,29688,"A",30926,26866,2921,6562,4088,15905,0,6,3022,1003,992,1003,-449,-283,999,1397,996,0
"2024-04-10",22,29315,"A",30573,26629,3180,6562,4233,15905,0,5,3331,1003,991,1003,-451,-302,999,1397,996,0
"2024-04-10",23,29412,"A",30463,26863,3379,6562,4023,15905,0,4,3771,1003,992,1004,-451,-96,999,1397,996,0
"2024-04-10",24,29708,"A",30669,27200,3577,6562,3704,15905,0,10,4071,1003,991,1003,-451,0,999,1397,995,0
"2024-04-10",25,29990,"A",30914,27532,3721,6562,3241,15905,0,11,4262,1003,992,1003,-398,-15,1000,1397,996,0
"2024-04-10",26,30122,"A",31205,27778,3864,6562,3066,15905,0,11,4462,1003,991,1004,-375,-197,999,1396,996,0
"2024-04-10",27,30210,"A",31245,27882,3986,6562,2900,15905,0,11,4382,1003,992,1002,-450,-74,999,1397,996,0
"2024-04-10",28,29893,"A",30929,27669,4108,6562,2843,15905,0,11,4253,1003,991,1002,-451,-74,999,1396,996,0
"2024-04-10",29,29972,"A",31197,27739,4172,6562,2653,15905,0,9,4136,984,991,1002,-375,-341,999,1395,996,0
"2024-04-10",30,30085,"A",31410,27896,4236,6562,2035,15905,0,11,4042,983,991,1003,-357,-457,999,1371,996,0
"2024-04-10",31,30022,"A",31218,27838,4262,6562,1796,15905,0,11,4012,1001,992,913,-355,-330,999,1002,996,0
"2024-04-10",32,30068,"A",31295,27936,4288,6562,1554,15905,0,11,3980,1003,992,826,-381,-335,999,971,996,0
"2024-04-10",33,30302,"A",31246,28149,4272,6562,1224,15905,0,10,4247,1003,992,-122,-251,-61,1007,1342,996,0
"2024-04-10",34,30674,"A",31543,28479,4255,6562,1044,15905,0,10,4277,1003,992,-145,-213,-1,1007,1397,996,0
"2024-04-10",35,31365,"A",32634,29154,4247,6562,848,15905,0,5,4757,1003,992,-626,-138,0,1018,1397,996,0
"2024-04-10",36,32083,"A",33332,29851,4239,6562,602,15905,0,3,4503,1003,992,-664,-82,0,1009,1397,996,0
"2024-04-10",37,32050,"A",33523,29828,4234,6562,403,15905,0,5,4551,1004,992,-967,-1,0,209,1397,997,0
"2024-04-10",38,31914,"A",33447,29801,4229,6562,213,15905,0,5,4397,1004,992,-1013,-15,0,139,1397,997,0
"2024-04-10",39,31755,"A",33516,29711,4211,6562,60,15905,0,5,4330,1005,992,-921,-45,0,-290,1397,998,0
"2024-04-10",40,31400,"A",33194,29432,4193,6562,6,15905,0,5,4380,1005,992,-912,-56,0,-321,1374,997,0
"2024-04-10",41,31054,"A",33017,29133,4202,6562,0,15905,0,4,4408,1005,991,-923,-70,0,-466,1006,998,0
"2024-04-10",42,30129,"A",32253,28303,4211,6562,0,15905,0,5,4583,1004,992,-924,-219,0,-476,928,997,0
"2024-04-10",43,28867,"A",31561,27189,4219,6562,0,15905,0,7,4672,867,992,-972,-326,0,-889,557,998,0
"2024-04-10",44,27162,"A",29918,25659,4227,6562,0,15905,0,9,4712,851,984,-972,-356,0,-919,478,992,0
"2024-04-10",45,25226,"A",28302,23969,4220,6562,0,15905,0,65,4936,399,502,-1014,-444,-49,-1004,109,637,0
"2024-04-10",46,23769,"A",27327,22539,4212,6562,0,15905,0,501,4665,355,457,-1017,-450,-80,-1010,30,604,0
"2024-04-10",47,21815,"A",25945,20760,4192,6562,0,15905,0,629,4307,128,476,-966,-450,-218,-1020,-347,557,0
"2024-04-10",48,21225,"A",25342,20214,4172,6562,0,15905,0,343,4200,104,473,-965,-398,-487,-1021,-403,550,0
"2024-04-11",1,20476,"A",25125,19407,4107,6562,0,15905,0,694,4427,-193,135,-953,-370,-510,-1021,-408,391,0
"2024-04-11",2,20149,"A",24835,19104,4042,6562,0,15905,0,688,4356,-244,104,-952,-370,-502,-1021,-409,378,0
"2024-04-11",3,20149,"A",24478,19172,3965,6562,0,15905,0,549,4352,-130,119,-1012,-370,-455,-904,-409,378,0
"2024-04-11",4,20138,"A",24652,19216,3887,6562,0,15905,0,692,4444,-118,124,-1001,-370,-530,-895,-408,377,0
"2024-04-11",5,20159,"A",24296,19271,3765,6562,0,15905,0,686,4515,-64,370,-566,-370,-531,-1012,-408,332,0
"2024-04-11",6,20059,"A",24058,19177,3643,6562,0,15905,0,545,4438,-63,391,-562,-370,-531,-1020,-408,328,0
"2024-04-11",7,19503,"A",24029,18507,3539,6562,0,15905,0,685,4149,-360,272,-650,-370,-531,-1021,-409,327,0
"2024-04-11",8,19432,"A",23985,18439,3435,6562,0,15905,0,685,4373,-382,258,-656,-370,-531,-1021,-408,327,0
"2024-04-11",9,19284,"A",23659,18353,3253,6562,0,15905,0,690,4521,-43,118,-858,-370,-531,-974,-409,370,0
"2024-04-11",10,19090,"A",23407,18154,3071,6562,0,15905,0,678,4505,1,110,-883,-370,-531,-970,-385,372,0
"2024-04-11",11,19683,"A",23736,18676,2961,6562,0,15905,0,676,4380,101,451,-1001,-370,-531,-965,-10,235,0
"2024-04-11",12,20511,"A",24253,19466,2850,6562,0,15905,0,362,4119,114,485,-1015,-370,-531,-964,70,234,0
"2024-04-11",13,22568,"A",26334,21385,2735,6562,0,15905,0,415,4199,303,618,-990,-423,-531,-907,441,912,0
"2024-04-11",14,23896,"A",27176,22522,2620,6562,53,15905,0,9,3892,318,628,-894,-451,-531,-895,519,973,0
"2024-04-11",15,26150,"A",27765,24614,2588,6562,337,15905,0,5,3724,128,435,-9,-451,-531,-119,890,988,0
"2024-04-11",16,27612,"A",29147,26066,2555,6562,947,15905,0,8,4511,117,424,1,-450,-531,-46,968,989,0
"2024-04-11",17,29298,"A",30786,27539,2564,6562,1651,15905,0,5,4291,749,875,379,-452,-531,748,1339,997,0
"2024-04-11",18,29299,"A",30784,27552,2572,6562,2027,15905,0,3,4398,806,918,435,-451,-531,816,1394,998,0
"2024-04-11",19,29060,"A",30550,27276,2608,6562,2704,15905,0,8,4192,987,985,8,-451,-531,987,1396,997,0
"2024-04-11",20,28675,"A",30168,26912,2644,6562,3376,15905,0,11,4134,1004,992,0,-451,-531,999,1397,997,0
"2024-04-11",21,28346,"A",29839,26574,2600,6562,3907,15905,0,11,4161,1004,991,487,-451,-531,779,1397,998,0
"2024-04-11",22,28212,"A",29702,26443,2556,6562,4313,15905,0,8,4356,1004,991,587,-451,-531,763,1397,998,0
"2024-04-11",23,27923,"A",29387,26134,2567,6562,4806,15905,0,11,4057,1004,991,786,-422,-531,983,1397,998,0
"2024-04-11",24,27594,"A",28963,25733,2578,6562,5027,15905,0,11,3615,1004,991,788,-357,-501,999,1397,997,0
"2024-04-11",25,27149,"A",28256,25312,2556,6562,5554,15905,0,9,3528,1004,991,591,-308,-290,925,1398,997,0
"2024-04-11",26,26920,"A",28136,25103,2534,6562,5591,15905,0,11,3641,1004,991,549,-281,-424,919,1398,997,0
"2024-04-11",27,26497,"A",27535,24639,2546,6562,6037,15905,0,12,3583,1004,992,8,-281,-245,865,1397,997,0
"2024-04-11",28,26060,"A",27088,24192,2557,6562,6126,15905,0,11,3807,1004,992,0,-281,-236,861,1398,997,0
"2024-04-11",29,26065,"A",27370,24198,2588,6562,5507,15905,0,6,3994,1004,992,-341,-281,-177,990,1397,997,0
"2024-04-11",30,26045,"A",27422,24273,2618,6562,4900,15905,0,6,4314,1004,992,-396,-281,-194,999,1398,997,0
"2024-04-11",31,25924,"A",27976,24148,2658,6562,4307,15905,0,7,4420,1004,992,-901,-248,-396,769,1398,997,0
"2024-04-11",32,26355,"A",28417,24575,2698,6562,4188,15905,0,8,4713,1004,992,-942,-202,-410,744,1397,997,0
"2024-04-11",33,26807,"A",28714,25019,2662,6562,3492,15905,0,7,4791,1005,992,-972,-114,-280,-34,1397,997,0
"2024-04-11",34,27523,"A",29593,25700,2626,6562,2665,15905,0,5,4440,1005,992,-973,-116,-375,-101,1397,998,0
"2024-04-11",35,28684,"A",30952,26794,2551,6562,2039,15905,0,1,4327,1005,992,-1007,-189,-444,-127,1397,998,0
"2024-04-11",36,29584,"A",31938,27629,2475,6562,1462,15905,0,0,4391,1005,992,-1009,-264,-442,-139,1397,998,0
"2024-04-11",37,30179,"A",33031,28171,2460,6562,892,15905,0,2,4372,1006,991,-1014,-235,-149,-952,1397,998,0
"2024-04-11",38,30454,"A",33348,28372,2444,6562,477,15905,0,0,3962,1006,992,-1015,-325,-33,-1021,1397,998,0
"2024-04-11",39,30856,"A",33915,28710,2457,6562,157,15905,0,0,3738,1006,991,-1015,-235,-288,-1021,1397,998,0
"2024-04-11",40,30665,"A",33858,28562,2469,6562,8,15905,0,1,3390,1003,990,-1015,-240,-416,-1021,1397,998,0
"2024-04-11",41,30673,"A",33757,28455,2533,6562,0,15905,0,1,3317,820,877,-1015,-329,-530,-709,1398,998,0
"2024-04-11",42,30035,"A",33146,27794,2596,6562,0,15905,0,1,3254,805,868,-1015,-377,-531,-687,1399,997,0
"2024-04-11",43,28937,"A",32083,26749,2691,6562,0,15905,0,3,2905,959,981,-1014,-373,-531,-725,1399,997,0
"2024-04-11",44,27524,"A",30676,25430,2786,6562,0,15905,0,4,2999,972,988,-1015,-374,-531,-728,1398,997,0
"2024-04-11",45,26079,"A",29445,24185,2870,6562,0,15905,0,6,3391,847,790,-1009,-326,-531,-994,1387,998,0
"2024-04-11",46,24540,"A",28012,22815,2953,6562,0,15905,0,10,3439,834,772,-1008,-410,-531,-1013,1363,991,0
"2024-04-11",47,22768,"A",26356,21262,3022,6562,0,15905,0,106,3598,666,812,-1015,-416,-531,-1020,993,502,0
"2024-04-11",48,21775,"A",25685,20449,3090,6562,0,15905,0,473,4031,652,813,-1015,-370,-531,-1021,914,454,0
"2024-04-12",1,20623,"A",24776,19384,3220,6562,0,15905,0,715,3970,788,664,-1016,-370,-531,-1021,543,183,0
"2024-04-12",2,20197,"A",23877,19105,3349,6562,0,15905,0,244,3769,799,649,-1014,-370,-531,-1021,465,159,0
"2024-04-12",3,19859,"A",23540,18856,3346,6562,0,15905,0,364,3892,795,624,-1007,-371,-531,-908,93,163,0
"2024-04-12",4,20030,"A",23742,18978,3342,6562,0,15905,0,403,4023,790,620,-1007,-371,-531,-900,14,164,0
"2024-04-12",5,19378,"A",23480,18418,3312,6562,0,15905,0,403,3935,448,490,-1004,-371,-531,-932,-361,171,0
"2024-04-12",6,18898,"A",23083,17874,3282,6562,0,15905,0,404,3734,417,478,-1004,-371,-531,-934,-441,171,0
"2024-04-12",7,18670,"A",23331,17607,3250,6562,0,15905,0,407,3880,443,448,-1014,-371,-531,-1014,-824,167,0
"2024-04-12",8,18537,"A",23250,17390,3218,6562,0,15905,0,409,3757,440,443,-1014,-370,-531,-1020,-869,164,0
"2024-04-12",9,18444,"A",22988,17323,3147,6562,0,15905,0,412,3938,219,274,-1016,-370,-531,-1021,-675,-19,0
"2024-04-12",10,18517,"A",23177,17389,3075,6562,0,15905,0,570,3841,197,259,-1015,-370,-531,-1021,-622,-31,0
"2024-04-12",11,19260,"A",23490,18017,2959,6562,0,15905,0,548,3555,333,229,-1015,-370,-531,-1021,-245,231,0
"2024-04-12",12,20090,"A",23937,18799,2842,6562,0,15905,0,243,3654,344,225,-1016,-370,-531,-1021,-166,259,0
"2024-04-12",13,21910,"A",25306,20520,2713,6562,1,15905,0,9,3721,335,162,-931,-404,-531,-1021,210,530,0
"2024-04-12",14,23365,"A",26778,21784,2583,6562,130,15905,0,8,3719,334,163,-923,-450,-531,-1001,288,560,0
"2024-04-12",15,25683,"A",27946,23855,2564,6562,554,15905,0,2,3409,354,544,-761,-450,-531,-19,660,911,0
"2024-04-12",16,26691,"A",28873,24739,2544,6562,1151,15905,0,3,3140,367,586,-698,-450,-531,73,738,943,0
"2024-04-12",17,28176,"A",29659,26064,2590,6562,1919,15905,0,2,2919,949,957,226,-450,-531,488,1108,993,0
"2024-04-12",18,27883,"A",29369,25732,2636,6562,2825,15905,0,5,2752,1005,992,270,-450,-531,520,1139,997,0
"2024-04-12",19,27758,"A",29251,25592,2693,6562,3735,15905,0,12,2732,1003,992,946,-450,-531,966,770,996,0
"2024-04-12",20,27082,"A",28573,24866,2750,6562,4562,15905,0,10,2603,1004,992,1003,-450,-531,999,692,996,0
"2024-04-12",21,26340,"A",27828,24209,2820,6562,5071,15905,0,7,2666,1004,992,1003,-450,-531,999,320,996,0
"2024-04-12",22,25945,"A",27433,23753,2890,6562,5599,15905,0,7,2533,1003,988,1003,-450,-531,999,242,996,0
"2024-04-12",23,25209,"A",26828,23072,2976,6562,6235,15905,0,6,2661,936,725,1002,-450,-531,975,-132,965,0
"2024-04-12",24,24474,"A",26177,22307,3062,6562,6884,15905,0,11,2587,928,700,1003,-450,-531,973,-211,962,0
"2024-04-12",25,23892,"A",25972,21830,3129,6562,7182,15905,0,10,2936,832,688,1003,-450,-531,997,-589,975,0
"2024-04-12",26,23349,"A",25668,21362,3196,6562,7400,15905,0,173,3098,823,687,1003,-450,-531,999,-665,974,0
"2024-04-12",27,22674,"A",25770,20825,3278,6562,7412,15905,0,634,3224,773,737,1003,-450,-531,999,-981,844,0
"2024-04-12",28,22321,"A",25524,20521,3359,6562,7402,15905,0,702,3360,762,735,1003,-450,-531,999,-1020,829,0
"2024-04-12",29,21803,"A",24875,20078,3395,6562,7196,15905,0,703,3628,237,302,975,-450,-531,898,-888,598,0
"2024-04-12",30,21597,"A",24619,19965,3431,6562,6803,15905,0,697,3852,191,270,968,-450,-531,875,-844,581,0
"2024-04-12",31,21836,"A",24273,20161,3496,6562,6170,15905,0,450,4067,450,814,271,-450,-531,-44,-462,802,0
"2024-04-12",32,22465,"A",24663,20766,3561,6562,5660,15905,0,206,4118,476,866,210,-450,-531,-129,-382,824,0
"2024-04-12",33,23496,"A",25792,21754,3513,6562,4778,15905,0,10,4303,949,945,-741,-450,-531,-57,-7,983,0
"2024-04-12",34,24643,"A",27163,22829,3465,6562,3793,15905,0,10,4423,990,953,-978,-450,-531,-51,73,997,0
"2024-04-12",35,25896,"A",28528,24176,3349,6562,2957,15905,0,6,4583,1004,989,-1014,-450,-531,-131,444,997,0
"2024-04-12",36,26450,"A",29087,24701,3232,6562,2233,15905,0,4,4693,1005,992,-1015,-450,-531,-137,522,997,0
"2024-04-12",37,26974,"A",29480,25260,3159,6562,1583,15905,0,1,4732,1005,992,-1015,-450,-531,-9,893,998,0
"2024-04-12",38,27365,"A",29871,25752,3085,6562,966,15905,0,3,4713,1004,992,-1016,-450,-531,-6,971,997,0
"2024-04-12",39,27654,"A",30880,26101,3032,6562,347,15905,0,1,4465,914,992,-1016,-450,-531,-728,1342,997,0
"2024-04-12",40,28002,"A",31285,26561,2978,6562,39,15905,0,1,4306,906,992,-1015,-450,-531,-786,1381,997,0
"2024-04-12",41,28489,"A",31473,26966,2950,6562,0,15905,0,1,4413,951,965,-990,-450,-531,-512,1127,996,0
"2024-04-12",42,27982,"A",30945,26614,2921,6562,0,15905,0,1,4583,955,963,-988,-450,-531,-493,1065,996,0
"2024-04-12",43,26848,"A",29915,25581,2850,6562,0,15905,0,2,4691,1002,990,-912,-450,-531,-672,695,997,0
"2024-04-12",44,25979,"A",29060,24616,2779,6562,0,15905,0,6,4518,1004,991,-909,-450,-531,-685,617,992,0
"2024-04-12",45,24553,"A",27675,23402,2715,6562,0,15905,0,6,4516,867,903,-952,-450,-531,-683,246,675,0
"2024-04-12",46,23230,"A",26358,22086,2651,6562,0,15905,0,10,4281,855,892,-954,-450,-531,-683,168,648,0
"2024-04-12",47,21927,"A",25632,20849,2567,6562,0,15905,0,9,4288,781,724,-1008,-450,-531,-999,-208,704,0
"2024-04-12",48,21086,"A",24898,20015,2482,6562,0,15905,0,11,4035,774,705,-1012,-450,-531,-1021,-287,710,0
"2024-04-13",1,20363,"A",24558,19332,2443,6562,0,15905,0,12,4179,721,536,-1015,-450,-531,-1021,-666,748,0
"2024-04-13",2,20092,"A",24368,19066,2404,6562,0,15905,0,12,4220,717,526,-1015,-450,-531,-1021,-747,755,0
"2024-04-13",3,19998,"A",24475,18961,2329,6562,0,15905,0,11,3959,868,884,-862,-450,-531,-988,-1135,968,0
"2024-04-13",4,20028,"A",24551,19039,2253,6562,0,15905,0,11,3901,880,914,-851,-450,-531,-985,-1195,987,0
"2024-04-13",5,19586,"A",24160,18636,2173,6562,0,15905,0,11,3640,859,707,-876,-450,-531,-972,-1234,996,0
"2024-04-13",6,19171,"A",23686,18172,2092,6562,0,15905,0,9,3461,857,689,-878,-386,-531,-971,-1240,997,0
"2024-04-13",7,18731,"A",23325,17694,2010,6562,0,15905,0,6,3440,843,807,-998,-301,-531,-1018,-1240,997,0
"2024-04-13",8,18424,"A",23005,17375,1927,6562,0,15905,0,7,3391,842,817,-1003,-300,-531,-1021,-1219,997,0
"2024-04-13",9,18364,"A",22649,17298,1911,6562,0,15905,0,6,3344,860,748,-980,-364,-531,-1021,-883,998,0
"2024-04-13",10,18121,"A",22411,17006,1895,6562,0,15905,0,7,3294,862,745,-978,-450,-525,-1021,-809,996,0
"2024-04-13",11,18590,"A",21913,17422,1877,6562,0,15905,0,5,2727,859,970,-998,-450,-322,-621,-427,817,0
"2024-04-13",12,18766,"A",21827,17554,1859,6562,0,15905,0,7,2706,859,989,-999,-450,-166,-591,-348,799,0
"2024-04-13",13,19501,"A",21688,18274,1878,6562,1,15905,0,7,2828,884,941,-1015,-450,-144,-71,29,711,0
"2024-04-13",14,19938,"A",21980,18726,1896,6562,138,15905,0,9,2658,887,936,-1015,-450,-36,-32,108,706,0
