"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","FORECAST_ACTUAL_INDICATOR","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW"
"2024-03-13",34,32864,"A",35415,30592,3659,6562,555,15905,0,8,3139,1977,990,-762,-450,-531,-200,1198,964,708
"2024-03-13",35,33912,"A",36442,31385,3481,6562,239,15905,0,8,3419,919,831,-186,-450,-531,-755,1371,765,1344
"2024-03-13",36,35118,"A",37642,32433,3302,6562,29,15905,0,9,3485,814,810,-138,-450,-531,-796,1398,737,1403
"2024-03-13",37,35157,"A",37652,32436,3181,6562,0,15905,0,4,3332,894,395,672,-450,-531,-910,1397,173,1403
"2024-03-13",38,35377,"A",37836,32541,3059,6562,0,15905,0,4,3172,902,356,877,-450,-531,-874,1397,129,1403
"2024-03-13",39,35578,"A",37165,32773,2979,6562,0,15905,0,6,3021,981,356,993,-450,-531,370,1397,485,1403
"2024-03-13",40,34728,"A",36316,32051,2898,6562,0,15905,0,6,3088,990,358,1003,-451,-531,505,1397,515,1403
"2024-03-13",41,33578,"A",35173,30978,2842,6562,0,15905,0,13,3059,1082,533,1004,-451,-531,454,1397,408,1403
"2024-03-13",42,32194,"A",33796,29743,2785,6562,0,15905,0,20,2862,1084,549,1004,-451,-531,450,1397,399,1410
"2024-03-13",43,30627,"A",32220,28280,2706,6562,0,15905,0,11,2834,861,519,866,-451,-531,111,1397,415,1417
"2024-03-13",44,28946,"A",30536,26679,2627,6562,0,15905,0,8,2834,838,516,855,-451,-531,87,1397,416,1417
"2024-03-13",45,27209,"A",28795,25137,2574,6562,0,15905,0,4,2743,847,507,873,-451,-531,408,1398,375,1407
"2024-03-13",46,25580,"A",27175,23624,2520,6562,0,15905,0,13,2722,859,511,875,-451,-531,431,1398,377,1403
"2024-03-13",47,24329,"A",26145,22433,2512,6562,0,15905,0,234,2374,1438,777,643,-451,-531,375,1398,767,1284
"2024-03-13",48,23511,"A",25426,21663,2503,6562,0,15905,0,338,1958,1491,804,623,-446,-531,372,1399,803,1272
"2024-03-14",1,23395,"A",25900,21496,2446,6562,0,15905,0,973,1963,1324,944,626,-401,-531,866,1399,943,1186
"2024-03-14",2,23714,"A",26122,21807,2389,6562,0,15905,0,973,2132,1314,957,626,-401,-434,902,1393,956,1178
"2024-03-14",3,23419,"A",26079,21553,2319,6562,0,15905,0,1137,1966,1513,956,750,-402,-521,911,1298,979,1242
"2024-03-14",4,22960,"A",25752,21087,2248,6562,0,15905,0,1259,1779,1530,956,754,-402,-531,912,1265,979,1251
"2024-03-14",5,22744,"A",25424,20852,2180,6562,0,15905,0,1248,1540,1225,968,579,-402,-430,938,955,926,1315
"2024-03-14",6,22478,"A",25121,20523,2112,6562,0,15905,0,1248,1102,1197,968,545,-402,-393,940,926,920,1315
"2024-03-14",7,22012,"A",24541,20046,2089,6562,0,15905,0,1058,1115,1112,936,-144,-402,-325,756,1201,921,865
"2024-03-14",8,21821,"A",24608,19767,2066,6562,0,15905,0,1233,1379,1091,929,-171,-401,-382,742,1250,919,823
"2024-03-14",9,21608,"A",23728,19562,2036,6562,0,15905,0,1068,1574,218,612,205,-315,-137,531,1380,794,940
"2024-03-14",10,21717,"A",23791,19648,2006,6562,0,15905,0,1062,1676,146,575,275,-164,-248,515,1399,771,960
"2024-03-14",11,22017,"A",23398,19891,1986,6562,0,15905,0,699,1573,380,65,224,-25,-57,310,1399,82,1373
"2024-03-14",12,23009,"A",24213,20854,1965,6562,0,15905,0,597,1458,404,18,220,-7,0,295,1399,22,1412
"2024-03-14",13,25236,"A",26676,22862,1943,6562,0,15905,0,67,1511,303,86,-554,-118,0,-101,1399,137,1412
"2024-03-14",14,27219,"A",28785,24648,1920,6562,88,15905,0,12,1347,295,101,-664,-133,-28,-129,1399,155,1413
"2024-03-14",15,29812,"A",30971,26958,1958,6562,360,15905,0,12,599,444,666,484,-268,-279,198,1398,656,1412
"2024-03-14",16,30302,"A",31728,27284,1996,6562,787,15905,0,13,404,508,723,613,-413,-400,227,1398,704,1412
"2024-03-14",17,31994,"A",33587,28846,2057,6562,1082,15905,0,13,-41,1817,969,1000,-450,-530,941,1398,973,1412
"2024-03-14",18,32084,"A",33676,28954,2117,6562,1544,15905,0,11,-72,1971,992,1003,-450,-531,999,1398,997,1412
"2024-03-14",19,32209,"A",33798,29064,2223,6562,1978,15905,0,8,152,1997,992,1004,-450,-531,999,1398,997,1412
"2024-03-14",20,32191,"A",33780,29060,2329,6562,2211,15905,0,8,346,1999,992,1003,-450,-531,999,1398,997,1412
"2024-03-14",21,31786,"A",33375,28594,2404,6562,2595,15905,0,8,60,1999,992,1003,-450,-531,1000,1399,997,1412
"2024-03-14",22,31357,"A",32946,28193,2478,6562,3119,15905,0,8,42,1999,992,1003,-450,-531,1000,1398,997,1412
"2024-03-14",23,31115,"A",32703,27970,2518,6562,3241,15905,0,7,79,1999,992,1003,-450,-531,999,1398,997,1412
"2024-03-14",24,30715,"A",32300,27513,2558,6562,3184,15905,0,4,61,2000,993,1004,-450,-531,999,1397,997,1412
"2024-03-14",25,30807,"A",32392,27586,2601,6562,3484,15905,0,4,0,2000,992,1004,-450,-531,999,1398,997,1412
"2024-03-14",26,30778,"A",32330,27558,2643,6562,3377,15905,0,3,-68,2000,993,1003,-418,-531,999,1398,996,1412
"2024-03-14",27,30887,"A",32369,27707,2663,6562,3088,15905,0,3,-179,1999,993,1003,-407,-472,999,1397,997,1412
"2024-03-14",28,30890,"A",32282,27706,2682,6562,2821,15905,0,5,-221,1999,993,1003,-346,-441,999,1397,997,1412
"2024-03-14",29,30989,"A",32318,27778,2681,6562,2664,15905,0,7,-353,1999,993,1003,-345,-377,999,1397,996,1412
"2024-03-14",30,31349,"A",32549,28157,2680,6562,2172,15905,0,5,-602,1999,993,1003,-323,-272,999,1397,996,1412
"2024-03-14",31,32069,"A",33353,28810,2634,6562,1417,15905,0,9,-399,1999,993,956,-181,-494,999,1397,996,1412
"2024-03-14",32,32685,"A",33914,29452,2588,6562,1046,15905,0,16,-193,1999,992,872,-134,-479,999,1397,997,1412
"2024-03-14",33,32775,"A",34203,29548,2559,6562,592,15905,0,8,337,1999,992,-437,-148,-235,659,1397,997,1412
"2024-03-14",34,33769,"A",35366,30395,2529,6562,401,15905,0,6,542,1999,992,-537,-185,-269,634,1397,997,1412
"2024-03-14",35,34592,"A",36467,31213,2524,6562,132,15905,0,4,1305,2001,992,-672,-125,-474,178,1397,997,1412
"2024-03-14",36,35243,"A",37123,31902,2519,6562,15,15905,0,5,1603,1996,991,-648,-140,-487,144,1397,993,1412
"2024-03-14",37,35890,"A",37065,32520,2565,6562,0,15905,0,1,1830,1779,915,-10,-86,-478,181,1397,778,1412
"2024-03-14",38,35660,"A",36871,32258,2611,6562,0,15905,0,3,1761,1761,909,0,-154,-454,184,1397,762,1412
"2024-03-14",39,35727,"A",37166,32443,2638,6562,0,15905,0,7,1498,1955,980,661,-302,-530,672,1397,915,1412
"2024-03-14",40,34755,"A",36159,31560,2664,6562,0,15905,0,12,1545,1974,986,848,-261,-531,709,1397,928,1412
"2024-03-14",41,33009,"A",34320,29938,2674,6562,0,15905,0,12,1622,1999,948,991,-168,-531,871,1397,897,1412
"2024-03-14",42,31498,"A",32799,28577,2684,6562,0,15905,0,11,1728,2000,945,1004,-159,-531,882,1397,895,1412
"2024-03-14",43,30169,"A",31286,27445,2669,6562,0,15905,0,18,1953,1999,988,1003,-78,-421,991,1397,987,1412
"2024-03-14",44,28568,"A",29612,26001,2654,6562,0,15905,0,28,1880,1999,992,1004,-62,-354,999,1397,996,1411
"2024-03-14",45,26969,"A",28298,24558,2657,6562,0,15905,0,375,1542,2000,993,939,-119,-235,918,1398,996,1238
"2024-03-14",46,25477,"A",27579,23184,2660,6562,0,15905,0,757,1064,2000,992,919,-265,-480,912,1391,997,1212
"2024-03-14",47,23548,"A",25947,21341,2682,6562,0,15905,0,986,819,1991,992,178,-408,-405,808,1278,996,674
"2024-03-14",48,22528,"A",25086,20460,2703,6562,0,15905,0,1249,574,1990,992,146,-451,-258,800,1266,996,619
"2024-03-15",1,22349,"A",25070,20356,2718,6562,0,15905,0,1241,672,1999,992,576,-451,-429,986,1340,997,336
"2024-03-15",2,22599,"A",25296,20673,2733,6562,0,15905,0,1235,982,1999,992,582,-451,-411,999,1329,997,311
"2024-03-15",3,22305,"A",25099,20422,2721,6562,0,15905,0,1236,1280,2000,992,626,-448,-510,953,959,996,364
"2024-03-15",4,21764,"A",24542,19945,2708,6562,0,15905,0,1236,1241,1994,991,627,-411,-531,950,885,997,372
"2024-03-15",5,20967,"A",23720,19231,2699,6562,0,15905,0,1212,914,1773,927,334,-410,-531,773,577,997,412
"2024-03-15",6,20628,"A",23388,18858,2689,6562,0,15905,0,1219,820,1751,922,327,-410,-531,761,509,997,413
"2024-03-15",7,20348,"A",23092,18528,2680,6562,0,15905,0,1203,587,1889,986,693,-410,-531,742,141,997,35
"2024-03-15",8,20038,"A",22775,18165,2670,6562,0,15905,0,1195,478,1897,992,726,-410,-531,741,108,997,-1
"2024-03-15",9,19825,"A",22771,18022,2663,6562,0,15905,0,1184,706,1581,973,408,-410,-531,559,449,997,-221
"2024-03-15",10,19785,"A",22770,17948,2655,6562,0,15905,0,1182,670,1556,970,353,-442,-531,545,522,995,-230
"2024-03-15",11,20288,"A",23225,18393,2661,6562,0,15905,0,1187,833,1826,915,-269,-450,-431,337,893,852,379
"2024-03-15",12,21140,"A",23471,19190,2667,6562,0,15905,0,730,675,1846,910,-318,-450,-233,321,972,840,444
"2024-03-15",13,23497,"A",24743,21318,2682,6562,0,15905,0,95,543,1590,892,432,-450,-101,470,1343,822,882
"2024-03-15",14,25315,"A",26493,23010,2697,6562,110,15905,0,20,1004,1577,892,530,-450,-108,480,1399,822,930
"2024-03-15",15,27974,"A",29248,25430,2728,6562,426,15905,0,20,1173,1962,984,795,-450,-204,789,1398,982,1344
"2024-03-15",16,29226,"A",30439,26488,2759,6562,964,15905,0,19,1503,1999,992,833,-450,-144,812,1398,997,1383
"2024-03-15",17,29881,"A",31517,27101,2809,6562,1449,15905,0,255,1934,1998,992,996,-450,-331,987,1398,996,1363
"2024-03-15",18,29832,"A",31231,27048,2858,6562,1990,15905,0,17,1896,1999,992,1004,-450,-332,999,1398,997,1357
"2024-03-15",19,29815,"A",31052,27018,2963,6562,2371,15905,0,14,1902,1998,992,1003,-450,-173,999,1398,997,1248
"2024-03-15",20,29435,"A",30654,26690,3067,6562,2861,15905,0,13,2124,1998,992,1003,-450,-156,999,1398,997,1233
"2024-03-15",21,28935,"A",30073,26283,3113,6562,3860,15905,0,13,2691,1998,992,1003,-450,-75,999,1398,997,862
"2024-03-15",22,28675,"A",29769,26070,3158,6562,3592,15905,0,11,2977,1998,992,1002,-434,-49,999,1397,996,828
"2024-03-15",23,28493,"A",29652,25920,3185,6562,4057,15905,0,10,3107,1998,992,1004,-423,-126,999,1398,997,805
"2024-03-15",24,28292,"A",29689,25805,3212,6562,4714,15905,0,6,3242,1998,993,1004,-450,-341,999,1398,997,805
"2024-03-15",25,28230,"A",29700,25792,3229,6562,4744,15905,0,8,3242,1998,992,1003,-450,-412,999,1397,997,805
"2024-03-15",26,28189,"A",29668,25736,3246,6562,4196,15905,0,3,3005,1998,992,1003,-450,-426,999,1398,997,810
"2024-03-15",27,28197,"A",29783,25727,3257,6562,4451,15905,0,6,2947,1998,992,1003,-450,-530,999,1397,997,1201
"2024-03-15",28,27745,"A",29333,25287,3268,6562,4654,15905,0,7,2720,1998,992,1003,-450,-531,999,1398,997,1240
"2024-03-15",29,27482,"A",29070,25040,3241,6562,4166,15905,0,7,2683,1998,992,1003,-450,-531,999,1398,997,1135
"2024-03-15",30,27499,"A",29087,24977,3214,6562,3597,15905,0,7,2825,1998,992,1003,-450,-531,999,1398,997,1119
"2024-03-15",31,27447,"A",29034,24849,3151,6562,3220,15905,0,6,2613,1998,992,1003,-450,-531,999,1398,997,901
"2024-03-15",32,28328,"A",29841,25714,3088,6562,2912,15905,0,7,2225,1999,993,1003,-450,-456,999,1398,997,881
"2024-03-15",33,29167,"A",30753,26560,2912,6562,2319,15905,0,7,2232,1997,992,1003,-450,-529,1017,1398,996,881
"2024-03-15",34,30565,"A",32157,27746,2736,6562,1235,15905,0,10,2192,1998,992,1003,-451,-531,1019,1398,997,885
"2024-03-15",35,32345,"A",33933,29391,2562,6562,560,15905,0,6,2032,1998,992,1003,-451,-531,1019,1398,997,1120
"2024-03-15",36,33650,"A",35238,30628,2387,6562,114,15905,0,5,1675,1997,992,1003,-452,-531,1019,1398,997,1148
"2024-03-15",37,34445,"A",36033,31395,2265,6562,0,15905,0,5,1969,1851,987,814,-452,-531,1019,1398,997,1385
"2024-03-15",38,34953,"A",36540,31832,2143,6562,0,15905,0,4,2092,1840,987,806,-452,-531,1019,1398,996,1409
"2024-03-15",39,34554,"A",36141,31483,2014,6562,0,15905,0,5,1835,1985,992,987,-451,-531,1019,1398,996,1409
"2024-03-15",40,33959,"A",35543,30934,1885,6562,0,15905,0,1,1729,1997,992,1003,-452,-531,1019,1398,996,1409
"2024-03-15",41,32986,"A",34570,30063,1757,6562,0,15905,0,2,1594,1997,992,1004,-451,-531,1019,1398,996,1409
"2024-03-15",42,31893,"A",33484,29024,1629,6562,0,15905,0,9,1644,1997,992,1003,-451,-531,1019,1398,996,1409
"2024-03-15",43,30670,"A",32259,27891,1504,6562,0,15905,0,7,1468,1998,992,1003,-451,-531,1001,1398,997,1409
"2024-03-15",44,29864,"A",31451,27174,1379,6562,0,15905,0,5,1485,1999,992,1004,-451,-531,999,1398,997,1409
"2024-03-15",45,28504,"A",30092,25946,1272,6562,0,15905,0,6,1339,1999,992,1003,-451,-531,999,1398,997,1409
"2024-03-15",46,27368,"A",28957,24864,1164,6562,0,15905,0,7,1262,2000,992,1003,-451,-531,999,1398,997,1409
"2024-03-15",47,26158,"A",27747,23687,1018,6562,0,15905,0,7,959,1999,992,1003,-451,-531,999,1398,996,1367
"2024-03-15",48,25190,"A",26779,22759,872,6562,0,15905,0,7,928,2000,992,1003,-451,-531,999,1398,997,1359
"2024-03-16",1,24875,"A",26464,22488,799,6562,0,15905,0,7,929,1999,992,1003,-451,-531,999,1399,997,1187
"2024-03-16",2,25162,"A",26751,22853,725,6562,0,15905,0,7,960,1999,992,1004,-451,-531,999,1399,997,1165
"2024-03-16",3,24742,"A",26167,22501,670,6562,0,15905,0,7,895,1999,992,1003,-451,-367,999,1399,997,836
"2024-03-16",4,24150,"A",25379,21955,614,6562,0,15905,0,7,782,1999,992,1001,-445,-177,999,1399,997,808
"2024-03-16",5,23668,"A",24699,21498,570,6562,0,15905,0,60,837,2000,992,402,-366,-5,772,1399,997,1012
"2024-03-16",6,23065,"A",24241,20892,525,6562,0,15905,0,65,684,2000,992,347,-442,-69,755,1399,997,1037
"2024-03-16",7,22789,"A",24056,20613,502,6562,0,15905,0,65,459,2001,992,326,-452,-150,707,1399,997,1265
"2024-03-16",8,22365,"A",23463,20192,478,6562,0,15905,0,65,314,2000,991,324,-427,-6,703,1398,997,1286
"2024-03-16",9,22291,"A",23407,20105,455,6562,0,15905,0,65,146,1870,949,588,-451,0,612,1399,997,1370
"2024-03-16",10,22160,"A",23140,19979,431,6562,0,15905,0,7,69,1860,945,611,-373,0,605,1398,997,1380
"2024-03-16",11,22340,"A",23292,20128,435,6562,0,15905,0,7,-49,1991,988,526,-345,0,518,1399,997,1401
"2024-03-16",12,22630,"A",23493,20397,439,6562,0,15905,0,7,147,2002,992,519,-206,-50,511,1399,997,1404
"2024-03-16",13,23565,"A",24235,21234,434,6562,1,15905,0,7,328,2001,992,524,-62,-1,506,1399,997,1361
"2024-03-16",14,24279,"A",24886,21943,428,6562,237,15905,0,7,437,2002,992,525,19,0,505,1399,997,1350
"2024-03-16",15,24995,"A",25602,22557,453,6562,1051,15905,0,7,306,1999,992,609,0,0,875,1399,997,1398
"2024-03-16",16,25177,"A",25784,22672,478,6562,2137,15905,0,7,448,2000,992,621,13,0,901,1399,997,1404
"2024-03-16",17,25505,"A",26112,22926,507,6562,3269,15905,0,7,541,2000,992,993,138,0,993,1399,997,1404
"2024-03-16",18,25675,"A",26283,23033,535,6562,4221,15905,0,8,700,1999,992,1003,252,0,999,1399,997,1404
"2024-03-16",19,25788,"A",26396,23113,630,6562,5083,15905,0,8,752,2000,992,1003,334,0,999,1399,997,1404
"2024-03-16",20,25832,"A",26440,23214,724,6562,5683,15905,0,8,958,1999,992,1003,264,0,999,1399,997,1404
"2024-03-16",21,26017,"A",26625,23397,835,6562,5852,15905,0,8,1243,1999,992,1003,348,0,999,1399,997,1404
"2024-03-16",22,25977,"A",26582,23402,946,6562,5880,15905,0,5,1277,2000,992,999,340,0,999,1399,997,1404
"2024-03-16",23,25981,"A",26585,23514,1066,6562,5791,15905,0,4,1740,2000,992,682,385,0,806,1398,997,1404
"2024-03-16",24,26230,"A",26834,23847,1185,6562,5144,15905,0,4,2150,2000,992,675,400,4,792,1398,997,1401
"2024-03-16",25,26562,"A",27166,24189,1310,6562,4507,15905,0,4,2667,2001,992,779,400,79,398,1397,997,1120
"2024-03-16",26,26914,"A",27519,24569,1435,6562,4136,15905,0,5,2739,2001,992,787,400,74,369,1397,997,1088
"2024-03-16",27,27022,"A",27632,24715,1568,6562,3531,15905,0,10,2835,2001,992,572,400,72,508,1397,997,826
"2024-03-16",28,27056,"A",27667,24818,1701,6562,3058,15905,0,11,3006,2001,992,543,400,102,517,1397,997,809
"2024-03-16",29,27640,"A",28250,25447,1839,6562,2416,15905,0,10,3415,2000,992,864,335,1,813,1397,997,1344
"2024-03-16",30,28207,"A",28825,26041,1976,6562,1712,15905,0,18,3704,2000,992,890,234,0,835,1398,997,1396
"2024-03-16",31,28446,"A",29063,26259,2081,6562,1210,15905,0,17,3883,2001,992,587,209,0,663,1397,998,1396
"2024-03-16",32,29010,"A",29734,26783,2185,6562,846,15905,0,21,4244,2001,992,560,132,-103,651,1397,997,1396
"2024-03-16",33,29933,"A",30677,27678,2274,6562,603,15905,0,16,4466,2000,992,-108,252,-20,813,1397,997,1396
"2024-03-16",34,30950,"A",31698,28653,2362,6562,334,15905,0,14,3996,2000,992,-134,187,0,824,1398,997,1396
"2024-03-16",35,32237,"A",33282,29921,2441,6562,131,15905,0,9,4194,2000,992,-436,72,33,844,1397,997,1396
"2024-03-16",36,32953,"A",34112,30609,2519,6562,15,15905,0,6,4354,2000,992,-444,-63,-46,845,1397,997,1396
"2024-03-16",37,33021,"A",34478,30708,2584,6562,0,15905,0,6,4374,2001,992,-648,-202,-1,404,1397,997,1311
"2024-03-16",38,33130,"A",34827,30834,2649,6562,0,15905,0,6,4334,2002,992,-651,-290,-150,372,1397,997,1301
"2024-03-16",39,32697,"A",34353,30476,2702,6562,0,15905,0,7,4245,2001,992,-179,-426,-444,786,1397,997,1387
"2024-03-16",40,31651,"A",33343,29476,2754,6562,0,15905,0,12,4256,1996,992,-138,-450,-492,816,1397,996,1396
"2024-03-16",41,30475,"A",31791,28334,2776,6562,0,15905,0,13,3862,1792,944,127,-450,-253,579,1397,953,1332
"2024-03-16",42,28916,"A",30275,26923,2797,6562,0,15905,0,13,3000,1770,938,172,-450,-296,562,1397,947,1324
"2024-03-16",43,27639,"A",28870,25772,2781,6562,0,15905,0,12,3051,1624,814,166,-450,-169,298,1397,824,1364
"2024-03-16",44,26617,"A",27802,24874,2765,6562,0,15905,0,12,3811,1604,802,165,-450,-123,278,1397,812,1371
"2024-03-16",45,25070,"A",26902,23393,2737,6562,0,15905,0,8,4314,1083,796,-341,-450,-183,-250,1397,779,1264
"2024-03-16",46,24103,"A",26148,22441,2709,6562,0,15905,0,19,4300,1038,795,-407,-450,-280,-289,1379,771,1254
"2024-03-16",47,23172,"A",25289,21565,2612,6562,0,15905,0,455,4034,1487,746,-114,-450,-452,-46,1099,564,1383
"2024-03-16",48,22432,"A",24991,20839,2514,6562,0,15905,0,845,3913,1525,742,-104,-450,-531,-29,1069,549,1390
"2024-03-17",1,22662,"A",25441,21084,2441,6562,0,15905,0,1198,3686,1668,794,255,-450,-531,367,1257,765,896
"2024-03-17",2,22939,"A",25712,21357,2367,6562,0,15905,0,1192,3635,1680,800,299,-450,-531,395,1261,786,840
"2024-03-17",3,22564,"A",25333,20945,2265,6562,0,15905,0,1188,3506,1805,916,414,-450,-531,587,890,920,392
"2024-03-17",4,21876,"A",24694,20299,2163,6562,0,15905,0,1237,3226,1817,928,426,-450,-531,601,838,933,347
"2024-03-17",5,21339,"A",24158,19760,2083,6562,0,15905,0,1238,2769,1979,987,113,-450,-531,793,876,992,26
"2024-03-17",6,20965,"A",23743,19336,2003,6562,0,15905,0,1234,2659,1995,992,103,-413,-531,807,883,997,0
"2024-03-17",7,20358,"A",23383,18673,1906,6562,0,15905,0,1125,2432,2001,993,-264,-400,-531,840,904,997,-105
"2024-03-17",8,20198,"A",23362,18476,1808,6562,0,15905,0,1203,2282,2001,992,-310,-400,-531,842,902,997,-120
"2024-03-17",9,19959,"A",23417,18210,1712,6562,0,15905,0,1203,2641,2001,992,-519,-400,-531,786,822,997,-205
"2024-03-17",10,19858,"A",23295,18095,1616,6562,0,15905,0,1167,2783,2001,992,-524,-400,-531,781,817,997,-215
"2024-03-17",11,19764,"A",23085,17960,1542,6562,0,15905,0,1070,2498,2001,992,-558,-400,-531,893,932,997,-162
"2024-03-17",12,19983,"A",23081,18178,1467,6562,0,15905,0,868,2257,2001,992,-544,-400,-531,901,972,996,-155
"2024-03-17",13,20887,"A",23199,18994,1426,6562,0,15905,0,671,2153,2001,992,-10,-400,-531,894,1343,996,-100
"2024-03-17",14,21301,"A",22984,19406,1384,6562,8,15905,0,92,1879,2001,992,0,-438,-456,893,1399,997,-97
"2024-03-17",15,22346,"A",24012,20364,1357,6562,110,15905,0,12,1794,2000,992,434,-450,-401,938,1399,997,-203
"2024-03-17",16,22819,"A",24560,20742,1329,6562,340,15905,0,11,1746,2000,992,519,-450,-486,941,1399,997,-194
"2024-03-17",17,24206,"A",25782,21977,1329,6562,719,15905,0,11,1389,1999,992,925,-450,-515,995,1399,997,686
"2024-03-17",18,24858,"A",26386,22478,1329,6562,1105,15905,0,12,1414,1999,992,1003,-450,-466,999,1399,996,778
"2024-03-17",19,25440,"A",27032,22934,1379,6562,1527,15905,0,12,1603,1999,992,1003,-450,-530,999,1399,996,778
"2024-03-17",20,25803,"A",27394,23264,1429,6562,1837,15905,0,10,1413,1999,992,1002,-450,-531,999,1399,997,778
"2024-03-17",21,26244,"A",27837,23656,1487,6562,2164,15905,0,12,1341,1999,992,1003,-450,-531,999,1399,996,778
"2024-03-17",22,26442,"A",28035,23804,1544,6562,2514,15905,0,12,1210,1999,992,1003,-450,-531,999,1399,997,778
"2024-03-17",23,26744,"A",28335,24076,1574,6562,2824,15905,0,12,1128,1999,992,1003,-448,-531,999,1399,997,778
"2024-03-17",24,26983,"A",28510,24277,1603,6562,3048,15905,0,12,1060,1999,992,1004,-384,-531,999,1399,996,778
"2024-03-17",25,27512,"A",29102,24795,1621,6562,3600,15905,0,12,1050,1999,992,1003,-447,-531,999,1399,996,778
"2024-03-17",26,27147,"A",28726,24451,1638,6562,4109,15905,0,12,988,1999,992,1004,-436,-531,999,1399,996,778
"2024-03-17",27,26816,"A",28403,24176,1631,6562,4292,15905,0,11,825,1999,992,1003,-445,-531,999,1399,997,778
"2024-03-17",28,26203,"A",27749,23643,1623,6562,4873,15905,0,7,939,1999,992,1003,-447,-492,999,1399,997,778
"2024-03-17",29,26135,"A",27614,23558,1625,6562,4508,15905,0,7,1033,1999,992,1004,-431,-441,1000,1399,997,778
"2024-03-17",30,25884,"A",27354,23367,1626,6562,4254,15905,0,7,1014,1999,992,1003,-421,-442,999,1399,997,778
"2024-03-17",31,26671,"A",27896,24132,1582,6562,3768,15905,0,7,1147,2000,992,990,-339,-279,999,1399,997,778
"2024-03-17",32,27381,"A",28581,24808,1538,6562,3103,15905,0,7,1252,2000,992,985,-362,-231,999,1399,997,774
"2024-03-17",33,28493,"A",29721,25800,1456,6562,2294,15905,0,14,1437,2000,993,619,-286,-328,1018,1399,997,370
"2024-03-17",34,29798,"A",31056,26995,1373,6562,1501,15905,0,14,1787,1999,992,609,-304,-340,1019,1399,997,330
"2024-03-17",35,31174,"A",32436,28327,1356,6562,860,15905,0,10,2251,2000,992,545,-258,-394,1019,1398,997,415
"2024-03-17",36,32352,"A",33524,29489,1338,6562,225,15905,0,2,2345,1999,992,542,-223,-347,1019,1397,997,436
"2024-03-17",37,32934,"A",34245,30093,1363,6562,2,15905,0,4,2150,1999,992,708,-283,-424,881,1397,997,1113
"2024-03-17",38,33382,"A",34712,30522,1388,6562,0,15905,0,6,2129,1999,992,729,-290,-434,871,1397,998,1179
"2024-03-17",39,33050,"A",34370,30192,1409,6562,0,15905,0,6,2096,1991,980,800,-386,-328,778,1397,997,1330
"2024-03-17",40,32170,"A",33541,29335,1429,6562,0,15905,0,6,1927,1990,979,806,-336,-429,771,1398,997,1345
"2024-03-17",41,31293,"A",32546,28458,1428,6562,0,15905,0,12,1655,1945,947,904,-344,-297,1002,1399,997,1388
"2024-03-17",42,30144,"A",31404,27394,1426,6562,0,15905,0,7,2108,1942,944,913,-287,-366,1019,1399,997,1391
"2024-03-17",43,28854,"A",30104,26244,1426,6562,0,15905,0,7,2004,1948,952,987,-307,-336,842,1399,997,1378
"2024-03-17",44,27508,"A",29016,25049,1426,6562,0,15905,0,7,1442,1950,952,994,-397,-504,829,1399,997,1367
"2024-03-17",45,26280,"A",27738,23917,1444,6562,0,15905,0,7,1155,1903,944,957,-383,-468,797,1399,972,1395
"2024-03-17",46,24714,"A",26185,22499,1462,6562,0,15905,0,7,1234,1891,945,953,-380,-484,794,1399,970,1403
"2024-03-17",47,23417,"A",24781,21350,1417,6562,0,15905,0,7,1787,1493,988,650,-343,-414,783,1399,994,1403
"2024-03-17",48,22478,"A",23898,20494,1372,6562,0,15905,0,7,1786,1453,992,624,-330,-483,782,1399,997,1402
"2024-03-18",1,22301,"A",23635,20359,1398,6562,0,15905,0,5,1813,1357,992,734,-330,-399,851,1399,997,1372
"2024-03-18",2,22565,"A",23780,20636,1424,6562,0,15905,0,14,1909,1356,992,744,-330,-271,856,1399,998,1367
"2024-03-18",3,22315,"A",24157,20446,1445,6562,0,15905,0,574,2114,1891,992,437,-330,-338,898,1399,997,1282
"2024-03-18",4,21631,"A",23883,19861,1466,6562,0,15905,0,838,2042,1940,992,405,-330,-484,901,1399,997,1272
"2024-03-18",5,21379,"A",23677,19675,1476,6562,0,15905,0,837,2104,1996,992,10,-330,-531,993,1399,996,1335
"2024-03-18",6,21135,"A",23427,19434,1486,6562,0,15905,0,831,2101,2001,991,1,-330,-531,999,1398,995,1343
"2024-03-18",7,20821,"A",23099,19144,1462,6562,0,15905,0,835,2099,2002,903,1,-330,-513,999,1398,907,1324
"2024-03-18",8,20357,"A",22657,18743,1438,6562,0,15905,0,853,1823,1996,895,0,-330,-517,999,1398,899,1319
"2024-03-18",9,20301,"A",22487,18671,1409,6562,0,15905,0,873,1781,1515,944,360,-330,-383,824,1398,900,1256
"2024-03-18",10,20423,"A",22874,18733,1380,6562,0,15905,0,1123,2105,1475,947,416,-330,-398,808,1398,900,1244
